Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CitiesNone TestSuite,Chrome 67.0.3396.99,,2018-06-27 14:04:00,2018-06-27 14:04:53,52.731s,FAILED
,,,,,,
Test Cases/MyCities/CitiesNone/AddNewProjectTest,Chrome 67.0.3396.99,Verify ability to add new city porject,2018-06-27 14:04:06,2018-06-27 14:04:47,40.969s,FAILED
Start listener action : beforeTestListener,Chrome 67.0.3396.99,,2018-06-27 14:04:07,2018-06-27 14:04:13,6.607s,ERROR
Statement - Try,Chrome 67.0.3396.99,,2018-06-27 14:04:14,2018-06-27 14:04:46,32.191s,FAILED
Statement - Catch (Throwable t),Chrome 67.0.3396.99,,2018-06-27 14:04:46,2018-06-27 14:04:46,0.135s,PASSED
Start listener action : afterTestCase,Chrome 67.0.3396.99,,2018-06-27 14:04:46,2018-06-27 14:04:47,1.581s,PASSED
,,,,,,
Test Cases/MyCities/CitiesNone/RegPaymentByCheckTest,Chrome 67.0.3396.99,,2018-06-27 14:04:47,2018-06-27 14:04:53,5.137s,ERROR
Start listener action : beforeTestListener,Chrome 67.0.3396.99,,2018-06-27 14:04:47,2018-06-27 14:04:52,4.063s,ERROR
Statement - Try,Chrome 67.0.3396.99,,2018-06-27 14:04:52,2018-06-27 14:04:52,0.030s,ERROR
Statement - Catch (Throwable t),Chrome 67.0.3396.99,,2018-06-27 14:04:52,2018-06-27 14:04:52,0.022s,PASSED
Start listener action : afterTestCase,Chrome 67.0.3396.99,,2018-06-27 14:04:52,2018-06-27 14:04:53,0.619s,PASSED
