Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
LEEDForCommunities TestSuite,Chrome 67.0.3396.99,,2018-06-27 13:01:41,2018-06-27 13:04:21,2m - 40.424s,PASSED
,,,,,,
Test Cases/MyCommunities/LEEDForCommunities/AddNewProjectTest,Chrome 67.0.3396.99,Verify ablility to register the new communities project.,2018-06-27 13:01:46,2018-06-27 13:03:11,1m - 24.365s,PASSED
Start listener action : beforeTestListener,Chrome 67.0.3396.99,,2018-06-27 13:01:46,2018-06-27 13:02:33,46.671s,PASSED
Statement - Try,Chrome 67.0.3396.99,,2018-06-27 13:02:33,2018-06-27 13:03:10,36.051s,PASSED
Start listener action : afterTestCase,Chrome 67.0.3396.99,,2018-06-27 13:03:10,2018-06-27 13:03:11,1.076s,PASSED
,,,,,,
Test Cases/MyCommunities/LEEDForCommunities/RegPaymentByCheckTest,Chrome 67.0.3396.99,,2018-06-27 13:03:11,2018-06-27 13:04:21,1m - 10.585s,PASSED
Start listener action : beforeTestListener,Chrome 67.0.3396.99,,2018-06-27 13:03:11,2018-06-27 13:03:48,37.583s,PASSED
Statement - Try,Chrome 67.0.3396.99,,2018-06-27 13:03:49,2018-06-27 13:04:20,31.719s,PASSED
Start listener action : afterTestCase,Chrome 67.0.3396.99,,2018-06-27 13:04:20,2018-06-27 13:04:21,0.781s,PASSED
