Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CommunityIndiaTest Suite,Chrome 67.0.3396.99,,2018-06-26 16:44:00,2018-06-26 16:47:01,3m - 1.683s,FAILED
,,,,,,
Test Cases/MyCommunities/CommunitiesOther/AddNewProjectTest,Chrome 67.0.3396.99,Verify ablility to register the new communities project.,2018-06-26 16:44:02,2018-06-26 16:45:43,1m - 41.172s,FAILED
Start listener action : beforeTestListener,Chrome 67.0.3396.99,,2018-06-26 16:44:02,2018-06-26 16:44:36,33.652s,PASSED
Statement - Try,Chrome 67.0.3396.99,,2018-06-26 16:44:36,2018-06-26 16:45:42,1m - 6.118s,FAILED
Statement - Catch (Throwable t),Chrome 67.0.3396.99,,2018-06-26 16:45:42,2018-06-26 16:45:42,0.041s,PASSED
Start listener action : afterTestCase,Chrome 67.0.3396.99,,2018-06-26 16:45:42,2018-06-26 16:45:43,1.139s,PASSED
,,,,,,
Test Cases/MyCommunities/LEEDForCommunities/AddNewProjectTest,Chrome 67.0.3396.99,Verify ablility to register the new communities project.,2018-06-26 16:45:43,2018-06-26 16:47:01,1m - 18.031s,FAILED
Start listener action : beforeTestListener,Chrome 67.0.3396.99,,2018-06-26 16:45:43,2018-06-26 16:46:11,28.139s,PASSED
Statement - Try,Chrome 67.0.3396.99,,2018-06-26 16:46:12,2018-06-26 16:47:00,48.804s,FAILED
Statement - Catch (Throwable t),Chrome 67.0.3396.99,,2018-06-26 16:47:00,2018-06-26 16:47:00,0.006s,PASSED
Start listener action : afterTestCase,Chrome 67.0.3396.99,,2018-06-26 16:47:00,2018-06-26 16:47:01,0.926s,PASSED
