Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CommunitiesOther TestSuite,Chrome 67.0.3396.99,,2018-06-27 13:05:34,2018-06-27 13:08:17,2m - 42.663s,PASSED
,,,,,,
Test Cases/MyCommunities/CommunitiesOther/AddNewProjectTest,Chrome 67.0.3396.99,Verify ablility to register the new communities project.,2018-06-27 13:05:41,2018-06-27 13:07:07,1m - 26.077s,PASSED
Start listener action : beforeTestListener,Chrome 67.0.3396.99,,2018-06-27 13:05:41,2018-06-27 13:06:28,47.382s,PASSED
Statement - Try,Chrome 67.0.3396.99,,2018-06-27 13:06:29,2018-06-27 13:07:06,37.453s,PASSED
Start listener action : afterTestCase,Chrome 67.0.3396.99,,2018-06-27 13:07:06,2018-06-27 13:07:07,0.856s,PASSED
,,,,,,
Test Cases/MyCommunities/CommunitiesOther/RegPaymentByCheckTest,Chrome 67.0.3396.99,,2018-06-27 13:07:07,2018-06-27 13:08:17,1m - 9.939s,PASSED
Start listener action : beforeTestListener,Chrome 67.0.3396.99,,2018-06-27 13:07:07,2018-06-27 13:07:42,34.464s,PASSED
Statement - Try,Chrome 67.0.3396.99,,2018-06-27 13:07:42,2018-06-27 13:08:16,34.279s,PASSED
Start listener action : afterTestCase,Chrome 67.0.3396.99,,2018-06-27 13:08:16,2018-06-27 13:08:17,0.734s,PASSED
