Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CitesOther TestSuite,Chrome 67.0.3396.99,,2018-06-27 14:17:39,2018-06-27 14:20:00,2m - 21.009s,FAILED
,,,,,,
Test Cases/MyCities/CitiesOther/AddNewProjectTest,Chrome 67.0.3396.99,Verify ability to add new city porject,2018-06-27 14:17:45,2018-06-27 14:19:07,1m - 22.584s,PASSED
Start listener action : beforeTestListener,Chrome 67.0.3396.99,,2018-06-27 14:17:45,2018-06-27 14:18:30,45.591s,PASSED
Statement - Try,Chrome 67.0.3396.99,,2018-06-27 14:18:31,2018-06-27 14:19:06,35.394s,PASSED
Start listener action : afterTestCase,Chrome 67.0.3396.99,,2018-06-27 14:19:06,2018-06-27 14:19:07,1.082s,PASSED
,,,,,,
Test Cases/MyCities/CitiesOther/RegPaymentByCheckTest,Chrome 67.0.3396.99,,2018-06-27 14:19:07,2018-06-27 14:20:00,52.766s,FAILED
Start listener action : beforeTestListener,Chrome 67.0.3396.99,,2018-06-27 14:19:07,2018-06-27 14:19:47,39.410s,PASSED
Statement - Try,Chrome 67.0.3396.99,,2018-06-27 14:19:47,2018-06-27 14:19:59,11.714s,FAILED
Statement - Catch (Throwable t),Chrome 67.0.3396.99,,2018-06-27 14:19:59,2018-06-27 14:19:59,0.028s,PASSED
Start listener action : afterTestCase,Chrome 67.0.3396.99,,2018-06-27 14:19:59,2018-06-27 14:20:00,1.224s,PASSED
