Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
BuildingOther TestSuite,Chrome 67.0.3396.99,,2018-06-27 13:58:04,2018-06-27 13:58:52,48.531s,FAILED
,,,,,,
Test Cases/Buildings/MyBuildings/BuildingOther/AddNewProjectTest,Chrome 67.0.3396.99,US Building None Project Registration,2018-06-27 13:58:07,2018-06-27 13:58:48,40.374s,FAILED
Start listener action : beforeTestListener,Chrome 67.0.3396.99,,2018-06-27 13:58:08,2018-06-27 13:58:14,6.249s,ERROR
Statement - Try,Chrome 67.0.3396.99,,2018-06-27 13:58:14,2018-06-27 13:58:46,32.193s,FAILED
Statement - Catch (Throwable t),Chrome 67.0.3396.99,,2018-06-27 13:58:46,2018-06-27 13:58:47,0.090s,PASSED
Start listener action : afterTestCase,Chrome 67.0.3396.99,,2018-06-27 13:58:47,2018-06-27 13:58:48,1.214s,PASSED
,,,,,,
Test Cases/Buildings/MyBuildings/BuildingOther/RegPaymentByCheckTest,Chrome 67.0.3396.99,,2018-06-27 13:58:48,2018-06-27 13:58:52,4.728s,ERROR
Start listener action : beforeTestListener,Chrome 67.0.3396.99,,2018-06-27 13:58:48,2018-06-27 13:58:51,3.655s,ERROR
Statement - Try,Chrome 67.0.3396.99,,2018-06-27 13:58:52,2018-06-27 13:58:52,0.014s,ERROR
Statement - Catch (Throwable t),Chrome 67.0.3396.99,,2018-06-27 13:58:52,2018-06-27 13:58:52,0.021s,PASSED
Start listener action : afterTestCase,Chrome 67.0.3396.99,,2018-06-27 13:58:52,2018-06-27 13:58:52,0.597s,PASSED
