Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
LEEDForCites TestSuite,Chrome 67.0.3396.99,,2018-06-27 14:04:00,2018-06-27 14:04:51,51.064s,FAILED
,,,,,,
Test Cases/MyCities/LEEDForCities/AddNewProjectTest,Chrome 67.0.3396.99,Verify ability to add new city porject,2018-06-27 14:04:04,2018-06-27 14:04:46,42.296s,FAILED
Start listener action : beforeTestListener,Chrome 67.0.3396.99,,2018-06-27 14:04:04,2018-06-27 14:04:12,8.404s,ERROR
Statement - Try,Chrome 67.0.3396.99,,2018-06-27 14:04:13,2018-06-27 14:04:45,32.144s,FAILED
Statement - Catch (Throwable t),Chrome 67.0.3396.99,,2018-06-27 14:04:45,2018-06-27 14:04:45,0.125s,PASSED
Start listener action : afterTestCase,Chrome 67.0.3396.99,,2018-06-27 14:04:45,2018-06-27 14:04:46,1.279s,PASSED
,,,,,,
Test Cases/MyCities/LEEDForCities/RegPaymentByCheckTest,Chrome 67.0.3396.99,,2018-06-27 14:04:46,2018-06-27 14:04:51,4.632s,ERROR
Start listener action : beforeTestListener,Chrome 67.0.3396.99,,2018-06-27 14:04:46,2018-06-27 14:04:50,3.747s,ERROR
Statement - Try,Chrome 67.0.3396.99,,2018-06-27 14:04:50,2018-06-27 14:04:50,0.009s,ERROR
Statement - Catch (Throwable t),Chrome 67.0.3396.99,,2018-06-27 14:04:50,2018-06-27 14:04:50,0.014s,PASSED
Start listener action : afterTestCase,Chrome 67.0.3396.99,,2018-06-27 14:04:50,2018-06-27 14:04:51,0.579s,PASSED
