Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CommunitiesNone TestSuite,Chrome 67.0.3396.99,,2018-06-27 13:01:44,2018-06-27 13:04:03,2m - 19.050s,FAILED
,,,,,,
Test Cases/MyCommunities/CommunitiesNone/AddNewProjectTest,Chrome 67.0.3396.99,Verify ablility to register the new communities project.,2018-06-27 13:01:50,2018-06-27 13:03:12,1m - 21.951s,PASSED
Start listener action : beforeTestListener,Chrome 67.0.3396.99,,2018-06-27 13:01:50,2018-06-27 13:02:34,44.535s,PASSED
Statement - Try,Chrome 67.0.3396.99,,2018-06-27 13:02:35,2018-06-27 13:03:11,36.098s,PASSED
Start listener action : afterTestCase,Chrome 67.0.3396.99,,2018-06-27 13:03:11,2018-06-27 13:03:12,0.862s,PASSED
,,,,,,
Test Cases/MyCommunities/CommunitiesNone/RegPaymentByCheckTest,Chrome 67.0.3396.99,,2018-06-27 13:03:12,2018-06-27 13:04:03,51.577s,FAILED
Start listener action : beforeTestListener,Chrome 67.0.3396.99,,2018-06-27 13:03:12,2018-06-27 13:03:50,38.194s,PASSED
Statement - Try,Chrome 67.0.3396.99,,2018-06-27 13:03:50,2018-06-27 13:04:02,12.095s,FAILED
Statement - Catch (Throwable t),Chrome 67.0.3396.99,,2018-06-27 13:04:02,2018-06-27 13:04:02,0.027s,PASSED
Start listener action : afterTestCase,Chrome 67.0.3396.99,,2018-06-27 13:04:02,2018-06-27 13:04:03,0.957s,PASSED
