Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
BuildingOther TestSuite,Chrome 67.0.3396.99,,2018-06-27 13:25:14,2018-06-27 13:27:15,2m - 1.145s,ERROR
,,,,,,
Test Cases/Buildings/MyBuildings/BuildingOther/AddNewProjectTest,Chrome 67.0.3396.99,US Building None Project Registration,2018-06-27 13:25:18,2018-06-27 13:26:01,43.485s,ERROR
Start listener action : beforeTestListener,Chrome 67.0.3396.99,,2018-06-27 13:25:18,2018-06-27 13:25:56,38.176s,PASSED
Statement - Try,Chrome 67.0.3396.99,,2018-06-27 13:25:56,2018-06-27 13:26:00,3.912s,ERROR
Statement - Catch (Throwable t),Chrome 67.0.3396.99,,2018-06-27 13:26:00,2018-06-27 13:26:00,0.060s,PASSED
Start listener action : afterTestCase,Chrome 67.0.3396.99,,2018-06-27 13:26:00,2018-06-27 13:26:01,0.768s,PASSED
,,,,,,
Test Cases/Buildings/MyBuildings/BuildingOther/RegPaymentByCheckTest,Chrome 67.0.3396.99,,2018-06-27 13:26:01,2018-06-27 13:27:15,1m - 14.149s,FAILED
Start listener action : beforeTestListener,Chrome 67.0.3396.99,,2018-06-27 13:26:01,2018-06-27 13:26:34,33.079s,PASSED
Statement - Try,Chrome 67.0.3396.99,,2018-06-27 13:26:35,2018-06-27 13:27:14,39.017s,FAILED
Statement - Catch (Throwable t),Chrome 67.0.3396.99,,2018-06-27 13:27:14,2018-06-27 13:27:14,0.032s,PASSED
Start listener action : afterTestCase,Chrome 67.0.3396.99,,2018-06-27 13:27:14,2018-06-27 13:27:15,1.577s,PASSED
