Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
BuildingOther TestSuite,Chrome 67.0.3396.99,,2018-06-27 13:32:20,2018-06-27 13:34:24,2m - 4.027s,ERROR
,,,,,,
Test Cases/Buildings/MyBuildings/BuildingOther/AddNewProjectTest,Chrome 67.0.3396.99,US Building None Project Registration,2018-06-27 13:32:24,2018-06-27 13:33:10,45.998s,ERROR
Start listener action : beforeTestListener,Chrome 67.0.3396.99,,2018-06-27 13:32:24,2018-06-27 13:33:05,40.709s,PASSED
Statement - Try,Chrome 67.0.3396.99,,2018-06-27 13:33:05,2018-06-27 13:33:09,3.624s,ERROR
Statement - Catch (Throwable t),Chrome 67.0.3396.99,,2018-06-27 13:33:09,2018-06-27 13:33:09,0.101s,PASSED
Start listener action : afterTestCase,Chrome 67.0.3396.99,,2018-06-27 13:33:09,2018-06-27 13:33:10,0.956s,PASSED
,,,,,,
Test Cases/Buildings/MyBuildings/BuildingOther/RegPaymentByCheckTest,Chrome 67.0.3396.99,,2018-06-27 13:33:10,2018-06-27 13:34:24,1m - 13.558s,FAILED
Start listener action : beforeTestListener,Chrome 67.0.3396.99,,2018-06-27 13:33:10,2018-06-27 13:33:42,31.815s,PASSED
Statement - Try,Chrome 67.0.3396.99,,2018-06-27 13:33:42,2018-06-27 13:34:22,39.847s,FAILED
Statement - Catch (Throwable t),Chrome 67.0.3396.99,,2018-06-27 13:34:22,2018-06-27 13:34:22,0.056s,PASSED
Start listener action : afterTestCase,Chrome 67.0.3396.99,,2018-06-27 13:34:22,2018-06-27 13:34:24,1.391s,PASSED
